w_id,s_id,idx,viet,viet_similar_words,eng,eng_similar_words
8838,5804,1,miễn cưỡng,"trò chuyện, tốt bụng",reluctant,"chat, kind"
8839,5805,6,đám cưới,"cô dâu, cuộc chiến",wedding,"bride, battle"
8840,5805,1,nhà thờ,"nó, khách sạn",church,"it, hotel"
8841,5806,7,piano,"anh đào, động vật",piano,"cherry, animal"
8842,5806,6,đàn,"tàu, trộn",lit,"ship, mix"
8843,5807,7,tầm,"giỏi giang, gia",range,"good, family"
8844,5807,3,dường như,"chấp nhận, nghiêm trọng",seemingly,"accept, serious"
8845,5808,4,kinh nghiệm,"kỹ thuật, chuyên nghiệp",experience,"technique, professional"
8846,5808,2,rung chuyển,"con số, nghẹt thở",shake,"number, suffocate"
8847,5809,2,đấu thầu,"né tránh, cứu",bid,"dodge, rescue"
8848,5811,6,mắt cá,"im lặng, thời tiết",ankle,"silent, weather"
8849,5811,2,đeo,"gối, chất liệu",wear,"pillow, material"
8850,5812,3,chạy,"tỉnh, khủng hoảng",run,"conscious, crisis"
8851,5812,4,muộn,"thầm, đối phó",late,"silent, cope"
8852,5813,6,hè,"mùa, hoang",summer,"season, wild"
8853,5813,3,nóng,"tiếp diễn, bùng phát",hot,"continue, outbreak"
8854,5814,6,đầu,"phải, bằng",head,"right, equal"
8855,5814,7,tuần,"bận tâm, thống nhất",week,"bother, unified"
8856,5815,5,ăn ở,"đào tạo, xử",eat,"train, trial"
8857,5816,4,máy tính,"ô tô, âm thanh",computer,"car, sound"
8858,5816,5,tự do,"vì, kịp thời",free,"because, timely"
8859,5817,7,xe,"dự án, chuồng",car,"project, cage"
8860,5817,2,chỗ,"lỗ, bạn",place,"hole, friend"
8861,5818,13,đối mặt,"không thể, qua lại",facing,"cannot, back and forth"
8862,5818,7,nghiêm trọng,"chấp nhận, dường như",serious,"accept, seemingly"
8863,5819,9,họp,"nặng, kỷ niệm",meeting,"heavy, celebrate"
8864,5820,4,nói chuyện,"vẽ, chợ",talk,"draw, market"
8865,5821,6,học,"đọc, môn",learn,"read, subject"
8866,5821,5,mục đích,"bất lợi, phương tiện",purpose,"adverse, vehicle"
8867,5822,6,tiền,"sân bay, đâu",money,"airport, where"
8868,5823,5,đi,"mọi, mất",Go,"all, lost"
8869,5824,7,nhẫn,"thuận, cắm",ring,"favor, plug"
8870,5824,8,đính hôn,"tận hưởng, tình",betrothed,"enjoy, love"
8871,5826,4,nói chuyện,"vẽ, chợ",talk,"draw, market"
8872,5826,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
8873,5827,6,tuyệt vời,"hành động, tức giận",Great,"act, angry"
8874,5827,5,bóng,"cầu thủ, sân",ball,"player, yard"
8875,5828,7,chủ nhật,"quốc tịch, tước",Sunday,"nationality, stripped"
8876,5828,4,đi,"mọi, mất",Go,"all, lost"
8877,5829,6,sớm tối,"nửa đêm tối, sĩ",Early at night,"midnight, sapper"
8878,5829,2,hứa,"hẹn, kỷ niệm",promise,"appointment, celebrate"
8879,5830,3,nói chuyện,"vẽ, chợ",talk,"draw, market"
8880,5830,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
8881,5831,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
8882,5831,10,giúp đỡ,"vận chuyển, nhỏ bé",help,"transport, tiny"
8883,5832,5,bỏ qua,"đen, yêu cầu",skip,"black, request"
8884,5833,3,thiền,"golf, sông",meditation,"golf, river"
8885,5834,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
8886,5835,6,phòng,"trại, tập trung",room,"camp, concentrate"
8887,5836,5,sắp xếp,"tội ác, phi thường",arrange,"crime, extraordinary"
8888,5836,4,trách nhiệm,"bản năng, hình phạt",responsibility,"instinct, penalty"
8889,5837,6,khắp,"ngày mai, sáng",alloy,"tomorrow, bright"
8890,5837,2,chó,"chim, gậy",dog,"bird, stick"
8891,5838,11,ngày mai,"giấu, chữa",Tomorrow,"hide, cure"
8892,5839,5,đi,"mọi, mất",Go,"all, lost"
8893,5839,7,boston,"bầu dục, chicago",Boston,"oval, chicago"
8894,5840,3,phụ thuộc,"hiện tại, vận chuyển",dependent,"present, transport"
8895,5841,2,hòa nhạc,"roulette, thợ rèn",concert,"roulette, blacksmith"
8896,5841,3,tuyệt vời,"hành động, tức giận",Great,"act, angry"
8897,5842,7,xảy,"ngay, mất",occur,"right, lost"
8898,5843,5,an toàn,"tham gia, nhiệt độ",safe,"join, temperature"
8899,5844,4,buồn ngủ,"khó chịu, bận",asleep,"uncomfortable, busy"
8900,5845,3,tệ,"như không, nghèo",bad,"as not, poor"
8901,5845,5,bữa,"thực đơn, hàng ngũ",meal,"menu, rank"
8902,5846,5,hết sức,"chọn, đáng kể",very,"select, significant"
8903,5846,4,cố gắng,"bận rộn, cuộc sống",try,"busy, life"
8904,5847,3,thông báo,"sai, sạch sẽ",Notification,"wrong, clean"
8905,5849,9,tom,"hợp đồng, tháo",Tom,"contract, remove"
8906,5850,9,ta,"người, khác",I,"people, other"
8907,5850,3,mua,"trồng, nắng",buy,"plant, sunny"
8908,5851,3,gái,"tạm, tiền",girl,"temporary, money"
8909,5852,7,đùa,"mớ, nhiệt đới",joke,"bunch, tropical"
8910,5852,1,đừng,"ai, thế kỷ",do not,"who, century"
8911,5853,1,váy,"tóc, khăn",dress,"hair, towel"
8912,5853,5,đẹp,"giỏi giang, kỹ",Pretty,"good, skill"
8913,5855,5,mưa,"hè, trường",rain,"summer, school"
8914,5855,8,ướt,"phát hành, thử",wet,"release, try"
8915,5856,9,đường,"điện, đất",road,"electricity, land"
8916,5856,6,đi,"mọi, mất",Go,"all, lost"
8917,5857,1,quần áo,"ngôn ngữ, công nhân",clothes,"language, worker"
8918,5857,3,rẻ,"hè, hỗn loạn",cheap,"summer, chaotic"
8919,5858,2,nhạc,"xương, âm nhạc",music,"bone, music"
8920,5858,1,thể loại,"cửa sổ, anh trai",category,"window, older brother"
8921,5859,5,bệnh viện,"bác sĩ, xe buýt",hospital,"doctor, bus"
8922,5859,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
8923,5860,2,trẻ,"bay, nhu",young,"fly, soft"
8924,5860,5,chết đuối,"chăm chú, cố tình",drowning,"attentive, deliberately"
8925,5861,3,ngừng,"tiếp diễn, ngừng",stop,"continue, stop"
8926,5861,2,vui lòng,"cân nhắc, sang",please,"weigh, luxurious"
8927,5862,4,tivi,"tuyết, âm thanh",television,"snow, sound"
8928,5862,6,điện thoại,"học sinh, vận động viên",phone,"pupil, athlete"
8929,5863,1,đài,"lều, vải",radio,"tent, fabric"
8930,5863,4,lỗi,"cân bằng, cân đối",error,"balance, balanced"
8931,5864,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
8932,5864,3,mong đợi,"mong chờ, chờ đợi",expectation,"expected, wait"
8933,5865,1,chỗ,"lỗ, bạn",place,"hole, friend"
8934,5866,4,thủ đô,"quê, tốc độ",capital,"countryside, speed"
8935,5866,6,belgium,"gogh, gothic",Belgium,"gogh, gothic"
8936,5867,4,câu,"gương, chứng",sentence,"mirror, proof"
8937,5867,5,lạc bộ,"yếu phẩm, dink",club,"prostitution, dink"
8938,5868,18,ta,"người, khác",I,"people, other"
8939,5868,9,hoàn thành công việc,"toạc, hàng đầu tiên",Complete work,"bamboo, first row"
8940,5869,3,pha,"hiệu quả, món",phase,"effective, dish"
8941,5869,4,trà,"động cơ, cao su",tea,"engine, rubber"
8942,5870,2,nói chuyện,"vẽ, chợ",talk,"draw, market"
8943,5871,6,bình tĩnh,"đơn giản, vội",calm,"simple, hurry"
8944,5871,9,chứng khoán,"bóng đá, cổ phiếu",stock,"football, share"
8945,5872,7,tom,"hợp đồng, tháo",Tom,"contract, remove"
8946,5873,1,lắng nghe,"thu thập, trái tim",listen,"collect, heart"
8947,5873,2,cẩn thận,"thú vị, anh chàng",careful,"interesting, guy"
8948,5874,3,học,"đọc, môn",learn,"read, subject"
8949,5875,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
8950,5876,3,đậu xanh,"thiên đường, đồng hồ",green bean,"heaven, clock"
8951,5877,1,có lẽ,"thứ, tiếp theo",maybe,"rank, next"
8952,5877,2,ổn,"chắc chắn, nên",fine,"sure, should"
8953,5878,5,đêm,"bận tâm, bạc",night,"bother, silver"
8954,5878,4,mệt mỏi,"đau khổ, giàu có",tired,"anguished, rich"
8955,5880,6,bơi,"giẫm đạp, rock",swim,"trampling, rock"
8956,5880,4,nguy hiểm,"điều khiển, vào cuộc",danger,"control, in"
8957,5881,4,khởi động,"thừa, sẵn sàng",boot,"excess, ready"
8958,5881,5,xe,"dự án, chuồng",car,"project, cage"
8959,5882,6,yêu,"mùa, lo ngại",Love,"season, fear"
8960,5882,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
8961,5883,2,ta,"người, khác",I,"people, other"
8962,5883,6,đàn ông,"đàn ông, gợi cảm",man,"man, sexy"
8963,5884,4,kém,"thường, khó",least,"often, difficult"
8964,5884,3,cách nhiệt,"thẻ, cà vạt",insulation,"card, tie"
8965,5885,5,hôm nay,"sợ hãi, mùa",Today,"scared, season"
8966,5886,2,áo,"hiển thị, quy mô",shirt,"display, scale"
8967,5886,3,sơ mi,"cạo, váy",shirt,"shave, dress"
8968,5887,5,2,"3, những",2,"3, but"
8969,5887,6,30,"31, 10",30,"31, 10"
8970,5888,3,đi,"mọi, mất",Go,"all, lost"
8971,5888,4,xe buýt,"bệnh viện, hôn",bus,"hospital, kiss"
8972,5890,3,chằm chằm,"dỗ, fax",stare,"coax, fax"
8973,5890,5,mary,"tony, mari",Mary,"tony, mari"
8974,5891,1,xây dựng,"công ty, siêu thị",build,"company, supermarket"
8975,5891,2,toàn bộ,"bất kể, mới",all,"regardless, new"
8976,5892,1,luật sư,"giọt, chủ nhân",lawyer,"drop, owner"
8977,5893,4,thảo luận,"vượt trội, đề xuất",discuss,"superior, propose"
8978,5893,3,tham gia,"cố gắng, của",join,"try, belong to"
8979,5895,2,trượt,"máy tính, phim",slip,"computer, movie"
8980,5895,1,mở cửa,"tài trợ, trợ lý",Open,"sponsor, assistant"
8981,5896,5,bài tập,"quy mô, nghiện",exercise,"scale, addiction"
8982,5896,4,xong,"bây giờ, giỏi",finished,"now, good"
8983,5897,5,siêu mẫu,"thắng, công bố",supermodel,"win, announce"
8984,5898,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
8985,5898,4,mary,"tony, mari",Mary,"tony, mari"
8986,5899,3,mười,"tám, mươi",ten,"eight, fifty"
8987,5899,6,mèo,"hưu, nhiệt đới",cat,"retire, tropical"
8988,5900,5,bật,"đối mặt, tiếp cận",bounce,"facing, approach"
8989,5900,6,máy,"vodka, máy bay",machine,"vodka, plane"
8990,5901,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
8991,5902,5,chính trị,"khô ráo, tốt đẹp",politics,"dry, good"
8992,5903,2,sách,"golf, đèn",book,"golf, lamp"
8993,5903,6,nhà hàng,"ký tên, ann",restaurant,"sign, ann"
8994,5904,6,lo ngại,"rủi ro, yêu",fear,"risk, love"
8995,5905,3,cúm,"thuốc, rau",flu,"medicine, vegetable"
8996,5906,7,boston,"bầu dục, chicago",Boston,"oval, chicago"
8997,5906,4,xảy,"ngay, mất",occur,"right, lost"
8998,5907,3,bận rộn,"hạnh phúc, cố gắng",busy,"happy, try"
8999,5908,6,trứng,"dầu, trứng",egg,"oil, egg"
9000,5908,13,thối,"nhợt nhạt, mốt",rotten,"pale, fashion"
9001,5909,7,30,"31, 10",30,"31, 10"
9002,5909,5,gọi,"chuyện, bị cáo",call,"story, accused"
9003,5910,9,tìm kiếm,"địa điểm, thu thập",search,"location, collect"
9004,5911,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
9005,5912,6,trời,"hè, nắng",God,"summer, sunny"
9006,5912,10,dã ngoại,"kỹ thuật, đầu tư",picnic,"technique, invest"
9007,5913,6,bánh quy,"bỏ phiếu, cánh tay",cookies,"vote, arm"
9008,5913,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
9009,5915,5,hồ,"công viên, hoa",lake,"park, flower"
9010,5915,6,bơi,"giẫm đạp, rock",swim,"trampling, rock"
9011,5916,4,khoai tây,"lê, sừng",potato,"pear, horn"
9012,5917,4,rắc rối,"lưu ý, bê bối",trouble,"note, scandal"
9013,5918,6,kỳ,"thay, bất động",period,"replace, motionless"
9014,5918,7,thi,"đầu tư, bài",exam,"invest, post"
9015,5919,5,ô,"d, a",Umbrella,"d, a"
9016,5919,9,hội trường,"du thuyền, nhà xe",hall,"yacht, garage"
9017,5920,6,phòng,"trại, tập trung",room,"camp, concentrate"
9018,5921,2,vẻ,"ai, trung niên",draw,"who, middle -aged"
9019,5922,3,thuyết phục,"thông cảm, biết ơn",convince,"sympathize, grateful"
9020,5922,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
9021,5923,3,chấp nhận,"dường như, nghiêm trọng",accept,"seemingly, serious"
9022,5923,4,visa,"phát thanh, se",visa,"radio, se"
9023,5924,7,mua,"trồng, nắng",buy,"plant, sunny"
9024,5925,3,hẹp,"kẻ thù, đối thủ",narrow,"enemy, competitor"
9025,5925,1,đường,"điện, đất",road,"electricity, land"
9026,5926,13,khóc,"lợi dụng, nhàm chán",cry,"take advantage, boring"
9027,5926,9,mẹ,"chồng, vợ",Mom,"husband, wife"
9028,5927,3,sự thật,"ánh sáng, chiến thắng",truth,"light, win"
9029,5928,5,tối đa,"sau, trước",maximum,"after, before"
9030,5928,7,đô la,"kênh, ngành",dollar,"channel, branch"
9031,5929,3,đường thẳng,"khoe khoang, hiệp ước",straight line,"boast, pact"
9032,5929,5,tờ,"bất động, chữ",sheet,"motionless, letter"
9033,5930,1,con gái,"con gái, chú",Daughter,"daughter, uncle"
9034,5930,5,y tá,"kiến trúc sư, nhạc sĩ",nurse,"architect, musician"
9035,5931,5,học,"đọc, môn",learn,"read, subject"
9036,5931,3,mary,"tony, mari",Mary,"tony, mari"
9037,5932,3,ôm,"tập trung, sinh",hug,"concentrate, born"
9038,5934,1,cộng hòa,"cộng hòa, ôn hòa",republic,"republic, mild"
9039,5934,4,tức giận,"đau, tình hình",angry,"painful, situation"
9040,5935,3,mary,"tony, mari",Mary,"tony, mari"
9041,5935,7,đẹp,"giỏi giang, kỹ",Pretty,"good, skill"
9042,5936,3,đợi,"quyết tâm, nặng nề",wait,"determination, heavy"
9043,5936,6,khách sạn,"khách sạn, ăn mừng",hotel,"hotel, celebration"
9044,5937,7,quyết định,"tỷ lệ, ánh",decision,"proportion, light"
9045,5938,4,khả năng,"thể hiện, hiệu quả",ability,"show, effective"
9046,5938,6,trễ,"đắng, trúng",late,"bitter, hit"
9047,5939,5,thử,"tư vấn, liên lạc",try,"advise, contact"
9048,5939,7,món,"nở, năng lực",dish,"bloom, capacity"
9049,5940,5,có mặt,"chuyến, giới",present,"trip, gender"
9050,5940,2,trừ,"thời gian, to",apart from,"time, big"
9051,5941,6,đói khát,"bệnh tật, loài người",hunger thirsty,"illness, human"
9052,5941,5,lính,"trạm, lái",soldier,"station, driving"
9053,5942,2,mong,"đợi, vòi",expect,"wait, hose"
9054,5942,7,đua,"lễ, dự án",race,"ceremony, project"
9055,5943,6,quốc tịch,"ký túc xá, truy cập",nationality,"dormitory, access"
9056,5944,4,phá,"lập, trụ sở",destroy,"establish, headquarters"
9057,5944,5,vỡ,"mảnh, sản xuất",broken,"slender, manufacture"
9058,5945,5,vang,"chế tạo, học sinh",Echoing,"manufacturing, pupil"
9059,5945,2,tiếng,"điều, fax",language,"thing, fax"
9060,5946,5,cao tuổi,"trực tuyến, hộp thư",elderly,"online, mailbox"
9061,5946,3,tôn trọng,"bình đẳng, gần gũi",respect,"equality, close"
9062,5947,4,mary,"tony, mari",Mary,"tony, mari"
9063,5947,2,cố gắng,"bận rộn, cuộc sống",try,"busy, life"
9064,5948,2,chó,"chim, gậy",dog,"bird, stick"
9065,5948,8,chiều,"tiếp theo, lúc",afternoon,"next, at the time"
9066,5949,3,giấc ngủ,"dạ dày, giấc",sleep,"stomach, sleep"
9067,5950,1,xong,"bây giờ, giỏi",finished,"now, good"
9068,5951,13,ông già,"bơ, tưởng tượng",old man,"butter, imagine"
9069,5951,8,chỗ,"lỗ, bạn",place,"hole, friend"
9070,5952,5,đầu,"phải, bằng",head,"right, equal"
9071,5952,4,gội,"nấu, cholesterol",shampoo,"cook, cholesterol"
9072,5953,4,xách,"đóng, màu",carry,"close, color"
9073,5953,3,máy tính,"ô tô, âm thanh",computer,"car, sound"
9074,5954,7,danh sách,"gối, băng bó",list,"pillow, bandage"
9075,5954,3,nói chuyện,"vẽ, chợ",talk,"draw, market"
9076,5955,4,muộn,"thầm, đối phó",late,"silent, cope"
9077,5955,5,một chút,"tiếp theo, bắt đầu",a little bit,"next, begin"
9078,5956,1,sống,"đời, tiện lợi",living,"lifetime, convenient"
9079,5956,6,mari,"mary, hawaii",Mari,"mary, hawaii"
9080,5957,7,luật pháp,"chính quyền, ngôn ngữ",law,"government, language"
9081,5957,5,tối cao,"tổng hợp, định cư",supreme,"synthetic, settlement"
9082,5958,4,vay,"rút, giam giữ",get a loan,"withdraw, detain"
9083,5958,5,ngân hàng,"rạp, hoa",bank,"cinema, flower"
9084,5959,7,ta,"người, khác",I,"people, other"
9085,5960,2,iphone,"tiểu học, skype",iPhone,"elementary, skype"
9086,5960,3,yêu,"mùa, lo ngại",Love,"season, fear"
9087,5961,3,đói,"thất bại, nghèo",hungry,"failure, poor"
9088,5962,6,món,"nở, năng lực",dish,"bloom, capacity"
9089,5963,4,trẻ em,"tình yêu, trường học",children,"love, school"
9090,5964,4,ta,"người, khác",I,"people, other"
9091,5964,9,giàu có,"mệt mỏi, đau khổ",rich,"tired, anguished"
9092,5965,7,phòng,"trại, tập trung",room,"camp, concentrate"
9093,5965,3,trưa,"hỏi thăm, yên ổn",lunch,"ask about, peaceful"
9094,5966,4,giải quyết,"khắc phục, đối thủ",handle,"fix, competitor"
9095,5967,2,lay chuyển,"mất, đầu tiên",shake,"lost, firstly"
9096,5967,3,cảm giác,"cảm nhận, tận hưởng",feeling,"feel, enjoy"
9097,5968,4,hiếm,"thú, châm",rare,"beast, enclose"
9098,5969,4,học,"đọc, môn",learn,"read, subject"
9099,5969,10,thi,"đầu tư, bài",exam,"invest, post"
9100,5970,4,mary,"tony, mari",Mary,"tony, mari"
9101,5970,5,đối xử,"bạo lực, ăn mừng",treat,"violent, celebration"
9102,5971,6,dây,"vũ công, băng bó",wire,"dancer, bandage"
9103,5972,2,ngưỡng mộ,"vỗ tay, thống trị",admire,"clap, reign"
9104,5973,2,công ty,"lập, tổ chức",company,"establish, organization"
9105,5973,1,chủ tịch,"chủ tịch, cô",chairperson,"chairperson, miss"
9106,5974,8,gia đình,"sinh viên, tài liệu",family,"student, document"
9107,5974,9,nghèo,"vô lý, đối thủ",poor,"unreasonable, competitor"
9108,5975,2,ta,"người, khác",I,"people, other"
9109,5975,5,công việc,"nhà tù, cảm xúc",job,"prison, feeling"
9110,5976,9,mary,"tony, mari",Mary,"tony, mari"
9111,5976,5,đánh cắp,"cà rốt, sửa chữa",steal,"carrot, repair"
9112,5977,10,tín hiệu,"chuyển động, phát âm",signal,"move, pronounce"
9113,5977,5,camera,"tài xế, nhân viên",camera,"driver, staff"
9114,5978,4,phấn khích,"dự tính, la hét",excitement,"expected, scream"
9115,5979,5,đứa,"tàu, trạm",junior,"ship, station"
9116,5979,6,trẻ,"bay, nhu",young,"fly, soft"
9117,5980,8,ảnh,"biểu hiện, kinh khủng",image,"expression, terrible"
9118,5980,4,tuyệt,"kỹ, km",great,"skill, km"
9119,5981,1,tha thứ,"thành phố, chịu đựng",forgive,"city, suffer"
9120,5981,6,làm phiền,"gặp gỡ, hư hại",bother,"encounter, damage"
9121,5982,4,bơi,"giẫm đạp, rock",swim,"trampling, rock"
9122,5982,3,đi,"mọi, mất",Go,"all, lost"
9123,5983,3,trường,"thuyền, vực",school,"boat, area"
9124,5983,2,tốt nghiệp,"bổ nhiệm, bằng lòng",graduate,"appoint, consent"
9125,5984,5,dậy,"ý định, mớ",wake up,"intent, bunch"
9126,5984,4,thường thức,"nhường, thế kỷ",conscious,"giving, century"
9127,5985,3,thay thế,"mong muốn, chào đón",replace,"desire, welcome"
9128,5986,4,nghỉ ngơi,"vận động viên, nhà máy",rest,"athlete, factory"
9129,5987,1,thư ký,"tiêu chí, thẻ",secretary,"criterion, card"
9130,5990,7,đá,"tỷ, bát",stone,"dollar, bowl"
9131,5990,5,lao động,"rừng, thuyền",labor,"forest, boat"
9132,5991,9,ăn kiêng,"bóng đá, sự thật",diet,"football, truth"
9133,5991,7,béo,"thuế, bền",fat,"tax, durable"
9134,5992,3,cảm hứng,"golf, văn minh",inspiration,"golf, civilized"
