s_id,eng,viet,topic_name
7060,That's what I'm trying to tell you.,Đó là những gì tôi đang cố nói với bạn,Diaries & Daily Life
7061,Do you like your hot dog?,Bạn có thích con chó nóng của bạn không ?,Food & Dining
7062,He was running for re-election,Ông đang tranh cử lại,News & Social Concern
7063,She doesn't have any friends,Cô ấy không có bạn bè,Diaries & Daily Life
7064,He beckoned me nearer,Anh ấy vẫy tay gọi tôi lại gần,Diaries & Daily Life
7065,Wild animals live in the forest.,Động vật hoang dã sống trong rừng .,News & Social Concern
7066,They outnumber us three to one,Họ đông hơn chúng ta ba,Sports
7067,Tom and Mary did what they were told,Tom và mary đã làm những gì họ đã nói,Celebrity & Pop Culture
7068,He is a member in good standing,Anh ấy là một thành viên tốt,News & Social Concern
7069,The boy dug a grave for his dog that had died,Cậu bé đào mộ cho chú chó đã chết,Diaries & Daily Life
7070,He was tired so he went to bed,Anh mệt nên đi ngủ,Diaries & Daily Life
7071,Do you work well under pressure?,Bạn làm việc tốt dưới áp lực ?,Diaries & Daily Life
7072,My boyfriend has a lot of female friends,Bạn trai tôi có rất nhiều bạn nữ,Diaries & Daily Life
7073,"I arrived at the stadium at 4:00 p.m., but the game had already started","Tôi đến sân vận động lúc 4 : 00 chiều , nhưng trò chơi đã bắt đầu",Sports
7074,Tom didn't seem very interested in going to the concert with us,Tom dường như không thích đi xem hòa nhạc với chúng tôi,Music
7075,"Next time I see you, please give me your answer.","Lần sau tôi gặp bạn , xin vui lòng cho tôi câu trả lời của bạn .",Diaries & Daily Life
7076,This is your destiny.,Đây là định mệnh của bạn,Diaries & Daily Life
7077,A burning meteoroid produces a meteor,Một thiên thạch đang cháy tạo ra một thiên thạch,Science & Technology
7078,Many Union soldiers were killed or wounded.,Nhiều binh sĩ đã bị giết hoặc bị thương .,News & Social Concern
7079,I bought three pounds of coffee.,Tôi đã mua ba cân cà phê,Food & Dining
7080,I wish that I had stuck around long enough to meet your parents.,Tôi ước rằng tôi đã bị mắc kẹt đủ lâu để gặp cha mẹ của bạn .,Diaries & Daily Life
7081,Tom helped Mary wash her car,Tom giúp mary rửa xe,Diaries & Daily Life
7082,He is busy correcting test papers.,Anh đang bận sửa bài thi .,Learning & Educational
7083,I wish you had told me about the accident,Tôi ước bạn đã nói với tôi về vụ tai nạn,Diaries & Daily Life
7084,What's your business in the States?,Doanh nghiệp của bạn ở các bang là gì ?,Business & Entrepreneurs
7085,Tom couldn't possibly be over thirty.,Tom không thể có thể hơn ba mươi .,Celebrity & Pop Culture
7086,Keep next Sunday free.,Giữ chủ nhật tiếp theo miễn phí,News & Social Concern
7087,Check again.,Kiểm tra lại .,Diaries & Daily Life
7088,"I'm going to have you read the letter to me, Tom","Tôi sẽ có bạn đọc thư cho tôi , tom",Diaries & Daily Life
7089,Somebody's got to tell Tom what to do.,Ai đó phải nói với tom phải làm gì .,Diaries & Daily Life
7090,Do I pay you or the cashier?,Tôi trả tiền cho bạn hay nhân viên thu ngân ?,Diaries & Daily Life
7091,"May I use your car, Dad?","Tôi có thể sử dụng xe của bạn , cha ?",Diaries & Daily Life
7092,Do we have to be nice to Tom?,Chúng ta có phải tốt với tom không ?,Diaries & Daily Life
7093,We don't have a garden,Chúng tôi không có một khu vườn,Diaries & Daily Life
7094,I found the work very interesting,Tôi thấy công việc rất thú vị,Diaries & Daily Life
7095,Tom has never had much money.,Tom chưa bao giờ có nhiều tiền,Business & Entrepreneurs
7096,I'll need to check my schedule.,Tôi sẽ cần kiểm tra lịch trình của tôi .,Diaries & Daily Life
7097,They explored Lake Tanganyika in East Africa,Họ đã khám phá hồ tanganyika ở phía đông châu Phi,Travel & Adventure
7098,I wouldn't want to bother Tom,Tôi sẽ không muốn làm phiền tom,Diaries & Daily Life
7099,"You forgot to thank Tom for the present, didn't you?",Bạn quên cảm ơn tom vì món quà phải không ?,Diaries & Daily Life
7100,She took her dog to the park before breakfast.,Cô đưa con chó của mình đến công viên trước khi ăn sáng .,Diaries & Daily Life
7101,"Anna has chestnut brown hair, but Magdalena has blonde hair.","Anna có mái tóc nâu hạt dẻ , nhưng magdalena có mái tóc vàng .",Celebrity & Pop Culture
7102,I was hoping for more than this,Tôi đã hy vọng nhiều hơn thế,Diaries & Daily Life
7103,It occurred to me that the man was trying to cheat me out of my money.,Nó xảy ra với tôi rằng người đàn ông đang cố lừa tôi ra khỏi tiền của tôi .,Diaries & Daily Life
7104,"Do you have a sister, Juan?",Bạn có em gái không,Family
7105,Do you happen to know the date of the exam?,Bạn có biết ngày thi không ?,Learning & Educational
7106,Could you tell me how to get to Park Street?,Bạn có thể cho tôi biết làm thế nào để đến công viên đường phố ?,Diaries & Daily Life
7107,"Sorry, but you must have the wrong number","Xin lỗi , nhưng bạn phải nhầm số",Diaries & Daily Life
7108,I'm very grateful for your support.,Tôi rất biết ơn sự hỗ trợ của bạn .,Diaries & Daily Life
7109,I shut the door behind me,Tôi đóng cửa sau lưng tôi,Diaries & Daily Life
7110,I think you guys would be very happy here.,Tôi nghĩ rằng các bạn sẽ rất hạnh phúc ở đây .,Diaries & Daily Life
7111,How much longer are we going to put up with this noise?,Bao lâu nữa chúng ta sẽ chịu đựng tiếng ồn này ?,News & Social Concern
7112,Tom didn't have the courage to disobey Mary,Tom không đủ can đảm để không vâng lời mary,News & Social Concern
7113,Do you believe in miracles?,Bạn có tin vào phép màu ?,Diaries & Daily Life
7114,Tom replied that he'd be glad to go,Tom trả lời rằng anh ấy sẽ rất vui khi đi,Diaries & Daily Life
7115,I felt the same way when I first saw Japan from a plane.,Tôi cũng cảm thấy như vậy khi lần đầu tiên nhìn thấy Nhật bản từ một chiếc máy bay .,Travel & Adventure
7116,Why is he looking at me?,Tại sao anh ấy nhìn tôi,Diaries & Daily Life
7117,Tom seems to want something from you,Tom dường như muốn một cái gì đó từ bạn,Diaries & Daily Life
7118,Can I have a moment?,Tôi có thể có một chút thời gian không ?,Diaries & Daily Life
7119,Tom was killed in a traffic accident within 10 hours of graduating from college.,Tom đã bị giết trong một tai nạn giao thông trong vòng 10 giờ sau khi tốt nghiệp đại học .,News & Social Concern
7120,Are you talking about this?,Bạn đang nói về điều này ?,News & Social Concern
7121,I'm sure of his working for our company,Tôi chắc chắn về việc anh ấy làm việc cho công ty chúng tôi,Business & Entrepreneurs
7122,I had a call from James out of the blue.,Tôi đã có một cuộc gọi từ james ra khỏi màu xanh .,Diaries & Daily Life
7123,Maria has four brothers.,Maria có bốn anh em .,Family
7124,I just want someone to talk to.,Tôi chỉ muốn ai đó nói chuyện,Diaries & Daily Life
7125,We're going to be rich.,Chúng ta sẽ trở nên giàu có,Business & Entrepreneurs
7126,Tom won't discuss the problem with me.,Tom sẽ không thảo luận vấn đề với tôi .,Diaries & Daily Life
7127,Tom isn't rich.,Tom không giàu có .,Celebrity & Pop Culture
7128,We succeeded in settling the dispute,Chúng tôi đã thành công trong việc giải quyết tranh chấp,News & Social Concern
7129,We should sometimes expose our bodies to the sun,Đôi khi chúng ta nên phơi cơ thể ra nắng,Diaries & Daily Life
7130,I want to be worthy of your friendship,Tôi muốn xứng đáng với tình bạn của bạn,Diaries & Daily Life
7131,Every Saturday we clean the whole house.,Thứ bảy hàng tuần chúng tôi dọn dẹp nhà cửa .,Diaries & Daily Life
7132,The guys hanging out in front of that store know I'm a cop.,Những kẻ lang thang trước cửa hàng đó biết tôi là cảnh sát .,News & Social Concern
7133,I'm almost done here,Tôi sắp xong rồi,Diaries & Daily Life
7134,He advised me to go there,Anh ấy khuyên tôi nên đến đó,Diaries & Daily Life
7135,Henry will become an adult this March.,Henry sẽ trở thành một người trưởng thành tuần này .,News & Social Concern
7136,No one liked President Buchanan's message to Congress.,Không ai thích thông điệp của tổng thống buchanan trước đại hội .,News & Social Concern
7137,Somebody had drowned her in the bathtub,Ai đó đã dìm cô vào bồn tắm,News & Social Concern
7138,"""Could you please buy me a book?"" ""What kind of book?""",""" bạn có thể vui lòng mua cho tôi một cuốn sách ? "" "" loại sách nào ? """,Arts & Culture
7139,The kid drew back from the frog when it moved.,Đứa trẻ rút lui khỏi con ếch khi nó di chuyển .,Diaries & Daily Life
7140,"When Dad came home, I was watching TV.","Khi bố về nhà , tôi đang xem tivi .",Diaries & Daily Life
7141,Life is too short to worry about things like that,Cuộc sống quá ngắn để lo lắng về những điều như thế,Diaries & Daily Life
7142,Can you describe him?,Bạn có thể mô tả anh ấy được không ?,Diaries & Daily Life
7143,I think I need a drink.,Tôi nghĩ rằng tôi cần một thức uống .,Diaries & Daily Life
7144,How many computers do you have at home?,Bạn có bao nhiêu máy tính ở nhà,Science & Technology
7145,"Sit down over here, won't you?","Ngồi xuống đây , phải không ?",Diaries & Daily Life
7146,Mary made a number of mistakes on her test,Mary mắc một số lỗi trong bài kiểm tra của mình,Diaries & Daily Life
7147,The apples which he sent to me were delicious,Những quả táo mà anh ấy gửi cho tôi rất ngon,Food & Dining
7148,I now view life differently than I used to.,Bây giờ tôi nhìn cuộc sống khác với trước đây .,Diaries & Daily Life
7149,Are we all going to die?,Tất cả chúng ta sẽ chết ?,News & Social Concern
7150,It's not a good idea to go out after dark by yourself,Tự mình đi ra ngoài sau khi trời tối không phải là một ý tưởng hay,Diaries & Daily Life
7151,I'll take three of each kind.,Tôi sẽ lấy ba trong số mỗi loại .,Diaries & Daily Life
7152,It's dangerous here,Ở đây nguy hiểm,News & Social Concern
7153,I've only seen it once,Tôi đã chỉ nhìn thấy nó một lần,Diaries & Daily Life
7154,I am painting my garage,Tôi đang sơn nhà để xe của tôi,Diaries & Daily Life
7155,Tom is your superior,Tom là cấp trên của bạn,Celebrity & Pop Culture
7156,He has not spoken for an hour,Anh ấy đã không nói trong một giờ,Diaries & Daily Life
7157,Does your friend speak Esperanto?,Bạn của bạn có nói tiếng esperanto không ?,Diaries & Daily Life
7158,I'm going to talk to Tom when he returns home.,Tôi sẽ nói chuyện với tom khi anh ấy trở về nhà .,Diaries & Daily Life
7159,Mary wants an ally to help her succeed,Mary muốn một đồng minh để giúp cô ấy thành công,News & Social Concern
7160,I am studying Chinese and Spanish,Tôi đang học tiếng trung và tiếng tây ban nha,Learning & Educational
7161,Tom wants to ask you if you'll help him next weekend.,Tom muốn hỏi bạn nếu bạn sẽ giúp anh ấy vào cuối tuần tới .,Diaries & Daily Life
7162,Tom put the large manila envelope into his briefcase.,Tom đặt phong bì manila lớn vào cặp của mình .,Diaries & Daily Life
7163,You are not allowed to use this car,Bạn không được phép sử dụng chiếc xe này,Diaries & Daily Life
7164,She kept her valuables in the bank for safety.,Cô giữ những vật có giá trị của mình trong ngân hàng để đảm bảo an toàn .,News & Social Concern
7165,I'm glad he stuck around,Tôi rất vui vì anh ấy bị mắc kẹt xung quanh,Diaries & Daily Life
7166,There's a lot of big game in that forest.,Có rất nhiều trò chơi lớn trong khu rừng đó .,Sports
7167,I go right home after work.,Tôi về nhà ngay sau giờ làm việc,Diaries & Daily Life
7168,"He said, ""Let's take a short rest.""","Anh nói , "" chúng ta hãy nghỉ ngơi ngắn . """,Diaries & Daily Life
7169,He is a potential leader.,Anh ấy là một nhà lãnh đạo tiềm năng .,News & Social Concern
7170,Can I leave it with you?,Tôi có thể để nó với bạn không ?,Diaries & Daily Life
7171,Tom could hear voices in the next room,Tom có thể nghe thấy giọng nói ở phòng bên cạnh,Music
7172,Everyone knows that Bell invented the telephone,Mọi người đều biết rằng chuông đã phát minh ra điện thoại,Science & Technology
7173,Tom turned on the light and walked in,Tom bật đèn và bước vào,Diaries & Daily Life
7174,Let me get you something to drink.,Để tôi lấy cho bạn thứ gì đó để uống,Diaries & Daily Life
7175,Tom opened the safe and took out his passport,Tom mở két và lấy hộ chiếu ra,Diaries & Daily Life
